from_id	to_id	type	time
U114	U96	1	946476060
U114	U81	1	946476060
U114	U96	1	946476060
U114	U81	1	946476060
U114	U96	1	946476060
U114	U81	1	946476060
U114	U96	1	946476060
U114	U81	1	946476060
U114	U63	1	946512720
U114	U81	1	946512720
U114	U96	1	946512720
U114	U81	1	946512720
U114	U96	1	946512720
U114	U81	1	946520580
U114	U63	1	946520580
U114	U114	1	946521840
U114	U63	1	946521840
U114	U114	1	946521840
U114	U63	1	946521840
U114	U114	1	946521840
U114	U63	1	946521840
U114	U114	1	946521840
U114	U63	1	946521840
U114	U96	1	946527360
U114	U89	1	946527360
U114	U63	1	946527360
U49	U2	1	946529700
U49	U2	1	946529700
U114	U81	1	946531620
U122	U57	1	946537620
U122	U122	1	946539720
U122	U125	1	946539720
U122	U25	1	946539720
U122	U7	1	946539720
U122	U54	1	946539720
U122	U54	1	946539720
U122	U122	1	946539720
U122	U125	1	946539720
U122	U25	1	946539720
U122	U7	1	946539720
U122	U54	1	946539720
U122	U54	1	946539720
U114	U81	1	946617480
U137	U49	1	946952280
U137	U49	1	946959060
U137	U49	1	946960140
U137	U49	1	946960140
U49	U2	1	946961640
U49	U141	1	946961640
U49	U141	1	946961640
U114	U96	1	946965480
U114	U96	1	946967520
U114	U114	1	946967520
U114	U96	1	946967520
U114	U114	1	946967520
U67	U147	1	946970700
U67	U13	1	946970700
U67	U13	1	946970700
U48	U136	1	946980900
U48	U27	1	946980900
U114	U96	1	946985580
U114	U96	1	946985580
U114	U96	1	946985580
U114	U96	1	946985580
U137	U32	1	947032200
U137	U48	1	947032200
U137	U32	1	947032200
U137	U48	1	947032200
U114	U81	1	947038080
U13	U48	1	947042700
U13	U67	1	947042700
U13	U147	1	947042700
U13	U50	1	947042700
U13	U48	1	947042700
U13	U67	1	947042700
U13	U147	1	947042700
U13	U50	1	947042700
U49	U141	1	947050020
U49	U141	1	947050440
U49	U141	1	947050440
U49	U19	1	947067180
U137	U49	1	947067660
U48	U136	1	947121000
U48	U27	1	947121000
U67	U13	1	947123160
U67	U13	1	947123160
U27	U54	1	947128680
U75	U4	1	947146680
U114	U81	1	947147820
U114	U81	1	947147820
U48	U136	1	947147940
U48	U27	1	947147940
U125	U61	1	947206500
U67	U13	1	947215800
U48	U136	1	947236440
U48	U27	1	947236440
U122	U107	1	947238540
U67	U13	1	947468340
U67	U13	1	947468340
U67	U13	1	947474040
U48	U67	1	947482800
U48	U27	1	947482800
U48	U67	1	947482800
U48	U27	1	947482800
U125	U61	1	947487180
U125	U61	1	947491500
U48	U136	1	947497740
U48	U27	1	947497740
U137	U141	1	947555520
U137	U2	1	947555520
U137	U141	1	947555520
U137	U2	1	947555520
U16	U29	1	947558940
U137	U141	1	947561580
U137	U141	1	947561580
U49	U73	1	947566440
U48	U136	1	947570460
U137	U141	1	947573580
U137	U49	1	947573580
U137	U49	1	947573580
U118	U21	1	947574960
U27	U54	1	947576880
U27	U54	1	947576880
U48	U136	1	947637360
U48	U27	1	947637360
U137	U141	1	947637960
U137	U49	1	947637960
U137	U49	1	947637960
U125	U61	1	947640900
U75	U110	1	947654400
U114	U81	1	947654460
U114	U96	1	947654460
U114	U81	1	947654460
U114	U96	1	947654460
U48	U136	1	947660340
U48	U27	1	947660340
U48	U136	1	947660340
U48	U27	1	947660340
U114	U63	1	947662920
U114	U64	1	947662920
U137	U49	1	947663520
U48	U136	1	947667600
U48	U27	1	947667600
U137	U32	1	947670240
U137	U49	1	947670240
U137	U49	1	947670240
U114	U81	1	947674260
U114	U81	1	947676300
U114	U81	1	947676300
U137	U141	1	947724780
U137	U49	1	947724780
U67	U50	1	947728200
U67	U50	1	947728200
U67	U50	1	947729460
U67	U13	1	947729460
U67	U50	1	947729460
U67	U13	1	947729460
U67	U50	1	947734260
U48	U13	1	947735280
U48	U67	1	947735280
U48	U147	1	947735280
U48	U50	1	947735280
U48	U50	1	947736060
U48	U13	1	947736060
U125	U61	1	947748360
U48	U136	1	947754420
U48	U27	1	947754420
U49	U137	1	947813940
U137	U49	1	947823780
U67	U147	1	947839320
U48	U136	1	947839620
U48	U27	1	947839620
U67	U48	1	948072480
U67	U48	1	948072480
U48	U132	1	948076800
U114	U81	1	948077040
U137	U49	1	948099180
U48	U136	1	948099780
U48	U27	1	948099780
U67	U50	1	948155640
U67	U13	1	948155640
U48	U67	1	948166140
U48	U13	1	948172620
U48	U67	1	948172620
U48	U147	1	948172620
U48	U50	1	948172620
U48	U147	1	948177420
U107	U107	1	948185820
U48	U67	1	948188700
U48	U67	1	948188700
U49	U141	1	948189120
U48	U77	1	948260760
U48	U132	1	948260760
U67	U50	1	948261900
U67	U13	1	948261900
U48	U136	1	948269220
U48	U27	1	948269220
U67	U147	1	948276360
U67	U147	1	948333120
U48	U136	1	948360300
U48	U27	1	948360300
U114	U81	1	948371460
U114	U114	1	948371460
U114	U114	1	948371460
U114	U81	1	948371460
U114	U114	1	948371460
U114	U114	1	948371460
U114	U114	1	948374940
U114	U81	1	948375540
U114	U96	1	948375540
U114	U81	1	948375540
U114	U96	1	948375540
U67	U13	1	948424620
U67	U13	1	948424620
U114	U81	1	948522780
U114	U114	1	948551700
U114	U81	1	948675120
U48	U136	1	948675360
U48	U27	1	948675360
U67	U13	1	948677100
U137	U49	1	948689640
U137	U32	1	948689940
U48	U142	1	948697020
U137	U49	1	948700080
U139	U69	1	948759000
U137	U49	1	948761640
U67	U147	1	948762180
U67	U50	1	948762180
U67	U13	1	948762180
U67	U48	1	948762180
U67	U13	1	948762360
U48	U136	1	948762540
U48	U27	1	948762540
U48	U67	1	948771600
U48	U136	1	948771780
U48	U27	1	948771780
U137	U49	1	948776520
U137	U49	1	948776520
U137	U49	1	948776700
U137	U49	1	948776700
U49	U137	1	948777840
U27	U54	1	948789300
U125	U61	1	948849840
U67	U50	1	948850860
U67	U13	1	948850860
U67	U50	1	948865680
U48	U136	1	948867840
U48	U136	1	948870120
U48	U13	1	948874740
U48	U67	1	948874740
U48	U147	1	948874740
U48	U50	1	948874740
U122	U128	1	948876420
U122	U128	1	948876420
U114	U96	1	948876480
U114	U96	1	948876480
U48	U136	1	948876600
U48	U27	1	948876600
U137	U49	1	948939900
U137	U141	1	948939900
U137	U49	1	948939900
U137	U141	1	948939900
U48	U13	1	948944100
U48	U67	1	948944100
U48	U147	1	948944100
U48	U50	1	948944100
U48	U13	1	948944100
U48	U67	1	948944100
U48	U147	1	948944100
U48	U50	1	948944100
U129	U45	1	948947820
U129	U148	1	948947820
U129	U45	1	948947820
U129	U148	1	948947820
U75	U75	1	948950880
U67	U48	1	948951480
U75	U58	1	948954660
U49	U73	1	948961020
U48	U136	1	948965040
U48	U27	1	948965040
U137	U141	1	949021740
U137	U2	1	949021740
U114	U63	1	949023480
U137	U49	1	949026300
U67	U50	1	949028880
U48	U77	1	949029960
U48	U132	1	949029960
U67	U13	1	949048620
U67	U13	1	949048620
U67	U13	1	949048800
U67	U147	1	949282200
U67	U147	1	949282200
U67	U147	1	949282200
U114	U96	1	949290420
U114	U89	1	949290420
U114	U63	1	949290420
U67	U13	1	949291200
U67	U13	1	949291200
U67	U147	1	949296120
U125	U61	1	949300440
U137	U141	1	949300980
U137	U2	1	949300980
U137	U49	1	949300980
U137	U141	1	949300980
U137	U2	1	949300980
U137	U49	1	949300980
U137	U49	1	949301760
U137	U49	1	949301760
U114	U81	1	949304160
U114	U81	1	949305660
U49	U137	1	949307760
U48	U136	1	949309920
U48	U27	1	949309920
U137	U49	1	949312440
U137	U49	1	949312440
U137	U49	1	949312680
U67	U50	1	949366440
U67	U13	1	949366440
U139	U69	1	949369200
U139	U69	1	949369200
U137	U141	1	949383540
U137	U141	1	949383540
U49	U19	1	949384620
U125	U61	1	949392180
U125	U61	1	949394700
U48	U136	1	949396140
U48	U27	1	949396140
U114	U114	1	949397940
U114	U114	1	949397940
U67	U50	1	949467180
U67	U13	1	949467180
U67	U48	1	949467180
U137	U32	1	949474860
U125	U61	1	949476900
U67	U50	1	949479060
U67	U13	1	949479060
U48	U136	1	949484640
U48	U27	1	949484640
U122	U54	1	949487460
U122	U150	1	949487460
U122	U150	1	949487460
U137	U2	1	949538640
U137	U2	1	949538640
U137	U49	1	949557600
U137	U2	1	949563900
U48	U136	1	949626240
U48	U27	1	949626240
U48	U67	1	949630440
U48	U13	1	949630860
U48	U13	1	949630860
U137	U49	1	949632180
U137	U141	1	949632180
U137	U2	1	949632180
U137	U141	1	949632180
U137	U2	1	949632180
U125	U49	1	949632240
U49	U137	1	949633680
U137	U49	1	949634100
U48	U107	1	949652940
U48	U136	1	949657560
U48	U27	1	949657560
U67	U48	1	949884840
U67	U50	1	949885200
U67	U13	1	949885200
U67	U50	1	949889640
U67	U13	1	949890480
U81	U114	1	949891020
U137	U49	1	949896180
U67	U50	1	949906740
U147	U107	1	949919520
U48	U13	1	949972380
U48	U13	1	949972380
U147	U107	1	949981500
U147	U107	1	949989120
U67	U13	1	949992780
U118	U101	1	949997280
U137	U2	1	950061720
U137	U49	1	950063040
U114	U114	1	950076840
U114	U96	1	950076840
U114	U96	1	950076840
U49	U141	1	950086020
U48	U136	1	950087220
U48	U27	1	950087220
U137	U141	1	950153340
U125	U61	1	950168520
U48	U136	1	950229900
U48	U27	1	950229900
U137	U49	1	950248020
U67	U13	1	950250240
U48	U13	1	950253360
U48	U13	1	950253480
U48	U67	1	950253480
U48	U147	1	950253480
U48	U50	1	950253480
U48	U67	1	950254620
U48	U136	1	950255760
U48	U27	1	950255760
U107	U54	1	950260620
U107	U150	1	950260620
U107	U150	1	950260620
U67	U50	1	950507460
U67	U13	1	950507580
U67	U13	1	950509740
U67	U48	1	950510040
U48	U147	1	950512800
U67	U13	1	950513460
U48	U136	1	950518800
U48	U27	1	950518800
U48	U13	1	950578620
U48	U67	1	950578620
U48	U147	1	950578620
U48	U50	1	950578620
U48	U136	1	950578620
U67	U147	1	950586360
U75	U49	1	950596860
U118	U101	1	950597580
U48	U147	1	950606580
U49	U141	1	950607900
U49	U141	1	950607900
U48	U147	1	950663040
U48	U13	1	950664180
U48	U13	1	950664180
U137	U49	1	950667540
U137	U49	1	950667540
U48	U147	1	950689680
U48	U147	1	950689680
U48	U136	1	950749380
U48	U27	1	950749380
U48	U147	1	950757240
U48	U147	1	950757240
U49	U19	1	950763960
U48	U147	1	950766480
U48	U147	1	950766480
U48	U136	1	950769180
U48	U136	1	950782080
U48	U27	1	950782080
U48	U147	1	950853900
U48	U136	1	950862000
U48	U27	1	950862000
U114	U81	1	950930760
U114	U81	1	950930760
U114	U81	1	950930760
U114	U81	1	950930760
U137	U49	1	951137340
U114	U96	1	951175020
U67	U147	1	951180900
U67	U50	1	951180900
U67	U13	1	951180900
U67	U48	1	951180900
U107	U54	1	951181680
U107	U150	1	951181680
U107	U54	1	951181680
U107	U150	1	951181680
U114	U81	1	951182100
U107	U54	1	951182700
U107	U150	1	951182700
U107	U150	1	951182700
U114	U96	1	951185220
U67	U50	1	951186360
U75	U49	1	951193560
U75	U137	1	951193560
U49	U141	1	951213540
U49	U2	1	951213540
U49	U2	1	951213540
U75	U49	1	951266940
U114	U96	1	951266940
U114	U96	1	951266940
U49	U141	1	951267120
U49	U2	1	951267120
U48	U136	1	951270300
U48	U27	1	951270300
U32	U18	1	951293880
U32	U32	1	951293880
U32	U137	1	951293880
U32	U68	1	951293880
U32	U66	1	951293880
U32	U4	1	951293880
U32	U49	1	951293880
