from_id	to_id	weight	time
U94	U84	1	1082590889
U94	U84	1	1082591264
U69	U84	1	1082591364
U69	U95	1	1082591395
U87	U8	1	1082591660
U3	U84	1	1082592049
U3	U84	1	1082592296
U48	U86	1	1082592817
U84	U8	1	1082593887
U91	U81	1	1082594822
U96	U88	1	1082594995
U8	U84	1	1082595973
U84	U8	1	1082596890
U91	U47	1	1082597173
U97	U98	1	1082597822
U98	U97	1	1082597976
U97	U98	1	1082598011
U48	U97	1	1082598120
U99	U8	1	1082598432
U99	U8	1	1082598446
U97	U48	1	1082598576
U100	U101	1	1082598793
U102	U97	1	1082598889
U97	U48	1	1082599200
U97	U102	1	1082599211
U101	U100	1	1082599573
U48	U58	1	1082599634
U97	U48	1	1082599663
U103	U72	1	1082602684
U103	U58	1	1082603045
U104	U59	1	1082605188
U104	U59	1	1082605197
U103	U72	1	1082607708
U105	U56	1	1082621116
U106	U72	1	1082621283
U105	U61	1	1082621566
U105	U8	1	1082621651
U105	U33	1	1082622103
U105	U107	1	1082622417
U105	U81	1	1082622850
U44	U102	1	1082623671
U36	U105	1	1082626917
U36	U104	1	1082627495
U34	U108	1	1082627779
U34	U109	1	1082628343
U36	U110	1	1082628540
U111	U112	1	1082629153
U34	U58	1	1082630061
U36	U113	1	1082630316
U36	U109	1	1082630340
U79	U109	1	1082631107
U114	U105	1	1082631276
U101	U115	1	1082631373
U56	U90	1	1082632175
U56	U105	1	1082632209
U56	U68	1	1082632251
U29	U58	1	1082633570
U87	U58	1	1082633810
U44	U116	1	1082634306
U44	U117	1	1082634880
U44	U117	1	1082634912
U44	U79	1	1082635439
U80	U58	1	1082635859
U96	U32	1	1082637030
U118	U100	1	1082637952
U119	U120	1	1082638288
U119	U120	1	1082638304
U120	U119	1	1082638375
U120	U75	1	1082638450
U119	U120	1	1082638549
U120	U119	1	1082638572
U119	U58	1	1082638648
U74	U73	1	1082639001
U118	U120	1	1082639596
U121	U108	1	1082640086
U72	U106	1	1082640310
U44	U92	1	1082641131
U26	U122	1	1082641546
U44	U79	1	1082643028
U1	U123	1	1082643822
U96	U124	1	1082645046
U125	U126	1	1082645132
U36	U104	1	1082646264
U44	U79	1	1082647818
U44	U79	1	1082648460
U36	U124	1	1082648598
U36	U127	1	1082649228
U36	U128	1	1082649279
U44	U79	1	1082649512
U44	U129	1	1082649626
U44	U116	1	1082649789
U9	U120	1	1082649932
U79	U58	1	1082650331
U36	U109	1	1082651446
U124	U109	1	1082651574
U36	U109	1	1082651746
U124	U61	1	1082651822
U124	U72	1	1082652024
U36	U109	1	1082652527
U36	U112	1	1082652868
U124	U85	1	1082653111
U85	U124	1	1082653225
U32	U130	1	1082653291
U36	U112	1	1082653325
U124	U85	1	1082653368
U72	U124	1	1082654256
U124	U8	1	1082654513
U131	U30	1	1082654841
U99	U126	1	1082655625
U103	U72	1	1082656004
U103	U72	1	1082656365
U103	U63	1	1082656642
U103	U117	1	1082656739
U103	U72	1	1082657123
U131	U30	1	1082659096
U69	U95	1	1082659786
U69	U124	1	1082659804
U69	U79	1	1082659815
U132	U30	1	1082659834
U36	U99	1	1082660167
U36	U133	1	1082660212
U36	U60	1	1082660254
U36	U134	1	1082660456
U36	U133	1	1082660529
U36	U81	1	1082660682
U103	U72	1	1082660959
U103	U135	1	1082661180
U133	U135	1	1082661264
U135	U133	1	1082661305
U36	U133	1	1082661315
U103	U135	1	1082661327
U19	U52	1	1082661550
U133	U135	1	1082661558
U103	U135	1	1082661626
U103	U135	1	1082661674
U135	U133	1	1082661680
U133	U135	1	1082661744
U36	U133	1	1082661758
U36	U133	1	1082662212
U36	U133	1	1082663009
U9	U109	1	1082665072
U9	U109	1	1082666066
U62	U136	1	1082667064
U96	U32	1	1082667612
U137	U138	1	1082668657
U96	U137	1	1082668856
U19	U120	1	1082669059
U44	U90	1	1082669070
U96	U137	1	1082669084
U137	U138	1	1082669093
U19	U139	1	1082669503
U44	U60	1	1082670054
U44	U88	1	1082670146
U44	U102	1	1082670217
U44	U90	1	1082670270
U19	U111	1	1082670279
U44	U90	1	1082670485
U9	U32	1	1082670509
U44	U90	1	1082670658
U44	U90	1	1082670829
U103	U63	1	1082671042
U103	U72	1	1082671089
U38	U86	1	1082671140
U140	U105	1	1082671177
U103	U72	1	1082671667
U38	U86	1	1082672160
U38	U101	1	1082672366
U38	U101	1	1082673121
U38	U101	1	1082673163
U103	U101	1	1082673258
U38	U101	1	1082673368
U103	U101	1	1082673375
U38	U61	1	1082674333
U75	U120	1	1082674337
U38	U81	1	1082674444
U44	U141	1	1082674586
U44	U141	1	1082674682
U44	U74	1	1082675157
U44	U127	1	1082675284
U124	U135	1	1082677447
U140	U124	1	1082677812
U19	U82	1	1082677904
U19	U82	1	1082678199
U19	U82	1	1082678323
U105	U56	1	1082678526
U19	U82	1	1082678584
U124	U135	1	1082678651
U105	U58	1	1082678715
U105	U63	1	1082678729
U19	U82	1	1082678732
U105	U61	1	1082678811
U105	U135	1	1082678995
U124	U135	1	1082679313
U71	U72	1	1082680214
U135	U124	1	1082680446
U9	U32	1	1082680581
U63	U105	1	1082680607
U72	U71	1	1082680842
U142	U58	1	1082680944
U124	U135	1	1082681030
U124	U135	1	1082681219
U143	U32	1	1082681372
U144	U99	1	1082681681
U144	U105	1	1082681822
U144	U121	1	1082681956
U9	U109	1	1082682060
U103	U109	1	1082683283
U103	U63	1	1082683465
U103	U63	1	1082684176
U103	U109	1	1082684314
U48	U81	1	1082684317
U95	U81	1	1082684499
U145	U48	1	1082684541
U95	U63	1	1082684551
U145	U95	1	1082684681
U95	U109	1	1082684685
U145	U95	1	1082684813
U145	U48	1	1082684949
U145	U95	1	1082685111
U145	U48	1	1082685314
U145	U48	1	1082685456
U95	U109	1	1082685527
U96	U48	1	1082685739
U95	U109	1	1082685872
U96	U95	1	1082686140
U96	U95	1	1082686308
U96	U48	1	1082686358
U96	U95	1	1082686527
U105	U144	1	1082687754
U105	U63	1	1082687768
U6	U146	1	1082688636
U44	U60	1	1082709203
U44	U105	1	1082709245
U63	U95	1	1082709668
U44	U32	1	1082711710
U114	U105	1	1082713081
U34	U109	1	1082713259
U36	U105	1	1082713415
U36	U109	1	1082713493
U36	U147	1	1082713985
U44	U32	1	1082714593
U19	U120	1	1082715559
U9	U136	1	1082716651
U9	U148	1	1082716671
U9	U149	1	1082716729
U9	U150	1	1082716776
U9	U151	1	1082716862
U9	U152	1	1082716954
U9	U153	1	1082716974
U9	U58	1	1082716991
U9	U58	1	1082717000
U9	U135	1	1082717023
U9	U22	1	1082717044
U9	U8	1	1082717142
U9	U154	1	1082717237
U9	U121	1	1082717357
U1	U135	1	1082717993
U3	U155	1	1082718237
U36	U109	1	1082718370
U3	U155	1	1082718430
U30	U132	1	1082718884
U3	U58	1	1082719401
U68	U56	1	1082721165
U36	U156	1	1082724270
U131	U30	1	1082725134
U101	U51	1	1082726116
U101	U34	1	1082726345
U9	U8	1	1082726568
U36	U73	1	1082727611
U96	U95	1	1082728281
U9	U76	1	1082729426
U9	U8	1	1082729655
U9	U157	1	1082730498
U19	U158	1	1082731120
U9	U58	1	1082731274
U9	U32	1	1082731606
U44	U129	1	1082735858
U105	U135	1	1082735879
U105	U129	1	1082735955
U44	U129	1	1082736123
U44	U129	1	1082736176
U44	U129	1	1082736216
U51	U101	1	1082736329
U1	U159	1	1082736365
U44	U74	1	1082737862
U44	U129	1	1082738036
U160	U72	1	1082740099
U129	U8	1	1082740948
U36	U147	1	1082741242
U36	U109	1	1082741311
U36	U105	1	1082741398
U36	U129	1	1082741429
U9	U8	1	1082741464
U34	U101	1	1082745220
U161	U162	1	1082746334
U163	U72	1	1082747726
U32	U164	1	1082748705
U58	U8	1	1082749452
U32	U58	1	1082749623
U41	U76	1	1082749964
U41	U120	1	1082750036
U41	U132	1	1082750072
U41	U165	1	1082750110
U41	U166	1	1082750145
U41	U157	1	1082750164
U41	U167	1	1082750210
U41	U168	1	1082750232
U41	U169	1	1082750248
U41	U134	1	1082750278
U56	U68	1	1082750368
U41	U56	1	1082750393
U56	U154	1	1082750421
U56	U170	1	1082750496
U56	U171	1	1082750514
U56	U172	1	1082750526
U103	U101	1	1082750860
U51	U157	1	1082750965
U32	U130	1	1082751108
U8	U58	1	1082751742
U8	U164	1	1082751835
U103	U63	1	1082752582
U103	U173	1	1082752751
U67	U154	1	1082753141
U32	U26	1	1082753641
U96	U163	1	1082754961
U9	U58	1	1082755436
U41	U56	1	1082755480
U9	U20	1	1082755702
U9	U165	1	1082755743
U9	U61	1	1082755904
U103	U109	1	1082756732
U32	U155	1	1082756853
U32	U109	1	1082756917
U32	U174	1	1082756994
U175	U50	1	1082757021
U103	U85	1	1082757502
U124	U109	1	1082757593
U164	U8	1	1082757772
U103	U63	1	1082758236
U38	U128	1	1082758487
U103	U63	1	1082758510
U103	U63	1	1082758569
U19	U109	1	1082758617
U103	U63	1	1082758677
U103	U63	1	1082758753
U161	U164	1	1082758766
U161	U164	1	1082758768
U38	U109	1	1082758816
U41	U63	1	1082758848
U103	U63	1	1082758936
U176	U63	1	1082758956
U41	U63	1	1082758958
U176	U63	1	1082759050
U41	U63	1	1082759073
U161	U63	1	1082759105
U103	U63	1	1082759111
U41	U63	1	1082759116
U176	U63	1	1082759162
U41	U63	1	1082759165
U161	U63	1	1082759175
U103	U63	1	1082759190
U32	U164	1	1082759192
U176	U63	1	1082759213
U41	U63	1	1082759245
U176	U63	1	1082759303
U41	U63	1	1082759310
U161	U63	1	1082759319
U103	U63	1	1082759345
U41	U177	1	1082759370
U41	U177	1	1082759374
U164	U178	1	1082759396
U164	U177	1	1082759413
U32	U175	1	1082759425
U32	U177	1	1082759441
U176	U63	1	1082759466
U164	U179	1	1082759468
U41	U63	1	1082759506
U32	U179	1	1082759520
U41	U63	1	1082759539
U41	U63	1	1082759636
U41	U63	1	1082759659
U41	U63	1	1082759743
U161	U63	1	1082759770
U96	U164	1	1082759884
U41	U63	1	1082759998
U41	U177	1	1082760055
U41	U177	1	1082760095
U41	U63	1	1082760126
U41	U177	1	1082760151
U41	U63	1	1082760214
U161	U63	1	1082760225
U32	U177	1	1082760229
U41	U177	1	1082760239
U32	U177	1	1082760320
U41	U177	1	1082760324
U41	U63	1	1082760356
U41	U180	1	1082760371
U32	U177	1	1082760454
U41	U63	1	1082760471
U161	U63	1	1082760486
U41	U177	1	1082760490
U41	U180	1	1082760512
U177	U32	1	1082760633
U41	U63	1	1082760668
U41	U177	1	1082760685
U180	U177	1	1082760694
U180	U177	1	1082760701
U180	U181	1	1082760770
U41	U177	1	1082760774
U180	U182	1	1082760824
U41	U180	1	1082760907
U41	U90	1	1082760927
U41	U63	1	1082760957
U32	U177	1	1082760983
U41	U180	1	1082761090
U41	U63	1	1082761113
U41	U177	1	1082761126
U177	U180	1	1082761158
U177	U180	1	1082761222
U177	U32	1	1082761270
U41	U180	1	1082761300
U41	U177	1	1082761355
U41	U180	1	1082761360
U32	U177	1	1082761381
U41	U63	1	1082761387
U183	U184	1	1082761481
U41	U63	1	1082761670
U177	U32	1	1082761714
U32	U177	1	1082761774
U41	U177	1	1082761821
U177	U32	1	1082761844
U175	U32	1	1082761883
U32	U177	1	1082761899
U32	U175	1	1082761929
U41	U168	1	1082762000
U175	U32	1	1082762126
U41	U168	1	1082762237
U41	U177	1	1082762245
U177	U32	1	1082762257
U63	U174	1	1082762279
U174	U63	1	1082762297
U63	U174	1	1082762307
U174	U63	1	1082762336
U41	U168	1	1082762347
U41	U177	1	1082762371
U32	U175	1	1082762390
U63	U174	1	1082762402
U174	U63	1	1082762433
U41	U168	1	1082762438
U9	U32	1	1082762460
U41	U177	1	1082762473
U63	U174	1	1082762476
U32	U177	1	1082762483
U175	U32	1	1082762517
U32	U175	1	1082762611
U41	U168	1	1082762645
U41	U177	1	1082762674
U41	U168	1	1082762684
U41	U168	1	1082762692
U63	U155	1	1082762737
U174	U63	1	1082762749
U41	U177	1	1082762768
U177	U32	1	1082762776
U41	U168	1	1082762783
U175	U32	1	1082762794
U63	U174	1	1082762808
U174	U63	1	1082762872
U63	U174	1	1082762893
U41	U168	1	1082762941
U41	U177	1	1082762963
U41	U177	1	1082762996
U32	U175	1	1082763017
U41	U177	1	1082763018
U175	U32	1	1082763210
U175	U32	1	1082763231
U32	U175	1	1082763310
U41	U177	1	1082763388
U41	U168	1	1082763401
U174	U63	1	1082763405
U63	U174	1	1082763464
U41	U168	1	1082763499
U41	U168	1	1082763600
U41	U177	1	1082763628
U41	U168	1	1082763653
U41	U177	1	1082763676
U174	U63	1	1082763703
U63	U174	1	1082763721
U41	U168	1	1082764013
U41	U177	1	1082764066
U41	U177	1	1082764348
U41	U177	1	1082764380
U41	U177	1	1082764726
U9	U32	1	1082764739
U41	U177	1	1082764741
U41	U185	1	1082764751
U41	U168	1	1082764765
U185	U147	1	1082764926
U185	U32	1	1082765093
U41	U185	1	1082765160
U41	U177	1	1082765177
U32	U185	1	1082765317
U186	U185	1	1082765326
U140	U185	1	1082765334
U155	U32	1	1082765335
U32	U155	1	1082765358
U185	U186	1	1082765391
U155	U63	1	1082765449
U41	U177	1	1082765558
U103	U177	1	1082765609
U187	U186	1	1082765753
U185	U97	1	1082765842
U103	U97	1	1082765877
U187	U186	1	1082765895
U41	U185	1	1082765985
U41	U185	1	1082766007
U41	U186	1	1082766048
U41	U185	1	1082766056
U41	U186	1	1082766129
U185	U63	1	1082766306
U41	U168	1	1082766341
U187	U186	1	1082766411
U63	U155	1	1082766483
U63	U185	1	1082766522
U103	U58	1	1082766618
U103	U63	1	1082766673
U187	U186	1	1082766732
U103	U188	1	1082766936
U189	U175	1	1082766944
U189	U175	1	1082766995
U140	U185	1	1082767092
U187	U186	1	1082767095
U185	U109	1	1082767113
U140	U185	1	1082767413
U189	U8	1	1082767956
U102	U97	1	1082767959
U140	U185	1	1082768102
U41	U86	1	1082768241
U41	U188	1	1082768524
U101	U100	1	1082769241
U101	U190	1	1082769860
U191	U175	1	1082769878
U101	U190	1	1082769881
U101	U190	1	1082769911
U101	U190	1	1082769980
U101	U190	1	1082770002
U103	U192	1	1082770053
U101	U190	1	1082770114
U101	U190	1	1082770155
U101	U190	1	1082770168
U101	U190	1	1082770219
U101	U190	1	1082770244
U101	U190	1	1082770255
U101	U190	1	1082770267
U101	U190	1	1082770273
U193	U149	1	1082770316
U101	U100	1	1082770326
U193	U190	1	1082770368
U191	U78	1	1082770403
U101	U190	1	1082770419
U101	U190	1	1082770427
U190	U109	1	1082770493
U101	U190	1	1082770514
U193	U190	1	1082770540
U109	U124	1	1082770830
U103	U109	1	1082770830
U103	U190	1	1082770915
U103	U109	1	1082771103
U103	U109	1	1082771192
U41	U192	1	1082771989
U194	U149	1	1082773129
U194	U195	1	1082773594
U176	U20	1	1082775359
U176	U61	1	1082775364
U176	U149	1	1082775380
U176	U120	1	1082775385
U176	U132	1	1082775390
U176	U86	1	1082775399
U176	U97	1	1082775423
U176	U72	1	1082775447
U176	U58	1	1082775451
U176	U8	1	1082775456
U176	U196	1	1082775659
U176	U197	1	1082775667
U176	U198	1	1082775671
U176	U199	1	1082775680
U176	U200	1	1082775684
U176	U190	1	1082775688
U176	U192	1	1082775693
U176	U201	1	1082775697
U176	U188	1	1082775701
U176	U202	1	1082775708
U176	U185	1	1082775713
U176	U203	1	1082775718
U176	U180	1	1082775731
U176	U181	1	1082775740
U176	U177	1	1082775745
U176	U184	1	1082775753
U176	U175	1	1082775760
U176	U166	1	1082776512
U204	U205	1	1082781313
U204	U104	1	1082781353
U204	U184	1	1082781636
U189	U144	1	1082782188
U3	U185	1	1082800184
U3	U32	1	1082800962
U199	U58	1	1082801087
U63	U185	1	1082801384
U63	U199	1	1082801545
U63	U184	1	1082801592
U199	U101	1	1082801875
U194	U199	1	1082803272
U194	U206	1	1082803366
U194	U207	1	1082803425
U204	U123	1	1082803627
U121	U191	1	1082803777
U175	U191	1	1082803804
U204	U129	1	1082803825
U63	U199	1	1082803874
U101	U184	1	1082803877
U101	U208	1	1082803980
U63	U46	1	1082804057
U63	U199	1	1082805118
U101	U88	1	1082805656
U191	U121	1	1082806359
U191	U175	1	1082806372
U103	U177	1	1082806461
U199	U20	1	1082806563
U184	U101	1	1082806622
U103	U132	1	1082806670
U199	U209	1	1082806921
U101	U184	1	1082807044
U36	U105	1	1082807406
U103	U210	1	1082807459
U36	U209	1	1082807551
U184	U101	1	1082808057
U209	U199	1	1082808182
U199	U209	1	1082808400
U199	U210	1	1082808563
U101	U184	1	1082808897
U184	U101	1	1082810293
U176	U101	1	1082811737
U68	U101	1	1082812140
U32	U198	1	1082812940
U211	U101	1	1082814358
U212	U209	1	1082814366
U211	U213	1	1082814602
U211	U93	1	1082814625
U211	U85	1	1082814672
U189	U199	1	1082814998
U214	U215	1	1082815869
U103	U109	1	1082815909
U103	U215	1	1082815952
U103	U82	1	1082815973
U44	U214	1	1082815993
U103	U215	1	1082816169
U63	U199	1	1082816171
U63	U199	1	1082816208
U103	U215	1	1082816318
U103	U215	1	1082816343
U103	U168	1	1082816428
U214	U109	1	1082816443
U215	U67	1	1082816503
U103	U215	1	1082816532
U214	U215	1	1082816539
U41	U215	1	1082816544
U41	U216	1	1082816565
U103	U127	1	1082816642
U215	U62	1	1082816807
U214	U109	1	1082816905
U176	U217	1	1082817017
U176	U216	1	1082817039
U176	U218	1	1082817198
U103	U109	1	1082817366
U219	U124	1	1082817649
U19	U109	1	1082817776
U63	U127	1	1082818184
U88	U101	1	1082818313
U103	U168	1	1082818495
U103	U56	1	1082818682
U63	U127	1	1082818793
U103	U56	1	1082818831
U214	U56	1	1082818833
U214	U56	1	1082818882
U63	U127	1	1082819034
U51	U215	1	1082819205
U19	U175	1	1082819482
U19	U109	1	1082819510
U44	U214	1	1082819549
U215	U51	1	1082819627
U44	U214	1	1082819811
U19	U215	1	1082819940
U19	U215	1	1082819982
U103	U175	1	1082820400
U44	U214	1	1082820420
U19	U215	1	1082820780
U103	U175	1	1082820816
U214	U175	1	1082820829
U51	U215	1	1082820928
U19	U215	1	1082820952
U214	U215	1	1082821007
U215	U51	1	1082821055
U19	U215	1	1082821160
U96	U95	1	1082821356
U96	U32	1	1082821443
U19	U215	1	1082821444
U96	U164	1	1082821470
U103	U215	1	1082821497
U103	U215	1	1082821664
U19	U215	1	1082821750
U144	U185	1	1082821919
U103	U168	1	1082822025
U220	U214	1	1082822026
U220	U32	1	1082822127
U19	U215	1	1082822139
U144	U32	1	1082822237
U103	U175	1	1082822453
U103	U175	1	1082822544
U175	U214	1	1082822561
U103	U175	1	1082822627
U103	U175	1	1082822742
U103	U175	1	1082822936
U176	U221	1	1082823302
U103	U98	1	1082823817
U3	U32	1	1082824408
U222	U120	1	1082824466
U41	U222	1	1082824492
U41	U222	1	1082825016
U41	U223	1	1082825509
U214	U175	1	1082825685
U41	U97	1	1082825849
U41	U134	1	1082825996
U51	U215	1	1082826065
U36	U222	1	1082826127
U36	U221	1	1082826189
U212	U66	1	1082826379
U96	U224	1	1082826659
U175	U214	1	1082827071
U214	U175	1	1082827121
U225	U223	1	1082827452
U36	U221	1	1082827485
U36	U214	1	1082827525
U176	U223	1	1082827548
U176	U226	1	1082827561
U221	U161	1	1082827579
U36	U221	1	1082827594
U44	U226	1	1082827839
U221	U161	1	1082827979
U36	U221	1	1082828100
U221	U161	1	1082828354
U56	U214	1	1082828534
U221	U161	1	1082828540
U221	U161	1	1082828721
U221	U161	1	1082829021
U161	U221	1	1082829339
U36	U221	1	1082829480
U36	U214	1	1082829548
U221	U161	1	1082829858
U204	U221	1	1082830250
U227	U26	1	1082830381
U211	U228	1	1082831094
U214	U101	1	1082831767
U229	U230	1	1082832576
U220	U214	1	1082832711
U96	U231	1	1082832960
U96	U232	1	1082833021
U103	U221	1	1082833095
U103	U20	1	1082833416
U103	U86	1	1082833478
U220	U214	1	1082833600
U220	U214	1	1082833848
U103	U66	1	1082834001
U212	U66	1	1082834418
U124	U109	1	1082834591
U103	U185	1	1082834907
U212	U6	1	1082835132
U103	U185	1	1082835262
U103	U8	1	1082835474
U63	U202	1	1082835548
U63	U185	1	1082835586
U103	U93	1	1082835921
U63	U185	1	1082835933
U9	U233	1	1082837912
U103	U233	1	1082837981
U9	U97	1	1082838227
U9	U190	1	1082838336
U166	U234	1	1082839816
U69	U34	1	1082839924
U69	U34	1	1082839958
U235	U191	1	1082839992
U69	U185	1	1082840223
U41	U166	1	1082841461
U41	U32	1	1082841524
U3	U32	1	1082842283
U3	U132	1	1082842403
U1	U30	1	1082842765
U41	U32	1	1082843254
U41	U173	1	1082843266
U103	U166	1	1082844039
U63	U127	1	1082844717
U63	U199	1	1082845036
U103	U166	1	1082845344
U63	U92	1	1082845673
U97	U228	1	1082846205
U97	U228	1	1082846205
U103	U58	1	1082848135
U191	U136	1	1082848808
U32	U58	1	1082849260
U131	U30	1	1082850103
U191	U236	1	1082850128
U32	U237	1	1082850309
U9	U235	1	1082850411
U101	U34	1	1082850456
U237	U32	1	1082850477
U97	U191	1	1082850493
U48	U81	1	1082850562
U48	U81	1	1082850567
U175	U214	1	1082850870
U176	U233	1	1082851106
U9	U101	1	1082851120
U48	U52	1	1082851409
U48	U52	1	1082851413
U48	U175	1	1082851435
U52	U48	1	1082851484
U48	U52	1	1082851571
U9	U177	1	1082851790
U97	U191	1	1082851832
U9	U175	1	1082851844
U52	U48	1	1082851844
U175	U48	1	1082851933
U96	U48	1	1082852079
U41	U32	1	1082852111
U9	U175	1	1082852170
U41	U174	1	1082852250
U9	U175	1	1082852547
U48	U175	1	1082853087
U12	U175	1	1082853099
U48	U52	1	1082853179
U175	U48	1	1082853237
U48	U175	1	1082853261
U12	U175	1	1082853265
U12	U168	1	1082853302
U12	U175	1	1082853327
U52	U48	1	1082853360
U175	U48	1	1082853364
U48	U52	1	1082853413
U12	U81	1	1082853424
U12	U175	1	1082853451
U48	U175	1	1082853472
U175	U48	1	1082853595
U12	U175	1	1082853630
U48	U175	1	1082853652
U12	U175	1	1082853654
U52	U48	1	1082853683
U48	U52	1	1082853757
U12	U175	1	1082853772
U175	U48	1	1082853836
U52	U48	1	1082853853
U12	U175	1	1082853916
U48	U52	1	1082853936
U12	U175	1	1082853951
U48	U175	1	1082853968
U12	U175	1	1082854021
U175	U48	1	1082854050
U52	U48	1	1082854069
U12	U175	1	1082854144
U12	U175	1	1082854187
U12	U175	1	1082854210
U220	U214	1	1082854243
U12	U175	1	1082854275
U88	U220	1	1082854288
U48	U175	1	1082854340
U48	U52	1	1082854358
U12	U175	1	1082854435
U175	U48	1	1082854457
U52	U48	1	1082854458
U9	U175	1	1082854507
U48	U175	1	1082854552
U12	U175	1	1082854571
U12	U175	1	1082854649
U175	U48	1	1082854656
U12	U175	1	1082854727
U9	U175	1	1082854737
U48	U175	1	1082854811
U12	U175	1	1082854812
U48	U52	1	1082854832
U9	U175	1	1082854869
U175	U48	1	1082854907
U9	U209	1	1082854907
U12	U175	1	1082854919
U48	U175	1	1082855018
U103	U66	1	1082855043
U103	U52	1	1082855132
U12	U175	1	1082855149
U103	U66	1	1082855167
U175	U48	1	1082855179
U52	U48	1	1082855203
U103	U66	1	1082855271
U12	U175	1	1082855278
U12	U175	1	1082855299
U48	U52	1	1082855427
U48	U175	1	1082855473
U175	U48	1	1082855558
U48	U175	1	1082855615
U48	U175	1	1082855641
U9	U175	1	1082855643
U9	U209	1	1082855652
U175	U48	1	1082855740
U175	U48	1	1082855820
U220	U48	1	1082855939
U9	U175	1	1082855939
